found|bluebook|normalized|source|shortName|issuingBody|issuingType
false|Other Reference|OTHER REFERENCE|Truth in Lending (Regulation Z) - Human Resources|Reg Z - HR||
false|Official Interpretation - Paragraph 36(f)(3)(ii)(B)|OFFICIAL INTERPRETATION - PARAGRAPH 36(f)(3)(ii)(B)|Truth in Lending (Regulation Z) - Human Resources|Reg Z - HR|Consumer Financial Protection Bureau|Code of Federal Regulations
false|Official Interpretation - Paragraph 36(f)(3)(iii)|OFFICIAL INTERPRETATION - PARAGRAPH 36(f)(3)(iii)|Truth in Lending (Regulation Z) - Human Resources|Reg Z - HR|Consumer Financial Protection Bureau|Code of Federal Regulations
false|Official Interpretation -Paragraph 36(f)(3)(ii)|OFFICIAL INTERPRETATION PARAGRAPH 36(f)(3)(ii)|Truth in Lending (Regulation Z) - Human Resources|Reg Z - HR|Consumer Financial Protection Bureau|Code of Federal Regulations
false|Regulation AA - Interagency Guidance|REGULATION AA - INTERAGENCY GUIDANCE|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|Dodd Frank Act 12 USC § 5536|DODD FRANK ACT 12 USC § 5536|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|Dodd Frank Act 12 USC § 5531|DODD FRANK ACT 12 USC § 5531|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision & Examination Manual v2|CFPB SUPERVISION & EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision & Examination Manual v2|CFPB SUPERVISION & EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision and Examination Manual v2|CFPB SUPERVISION AND EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB EM-RA Template 4|CFPB EMRA TEMPLATE 4|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision & Examination Manual v2|CFPB SUPERVISION & EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision & Examination Manual v2|CFPB SUPERVISION & EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Supervision & Examination Manual v2|CFPB SUPERVISION & EXAMINATION MANUAL V|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|CFPB Compliance Bulletin 2016-03|CFPB COMPLIANCE BULLETIN 2016-03|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP|Consumer Financial Protection Bureau|CFPB Guidance
false|FDC FIL-29-2010|FDC FIL|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions|UD(A)AP||
false|Interagency Guidance Regarding Unfair or Deceptive Credit Practices|INTERAGENCY GUIDANCE REGARDING UNFAIR OR DECEPTIVE CREDIT PRACTICES|Unfair, Deceptive (or Abusive) Acts or Practices - Consumer Transactions (A)|UD(A)AP-A||true|OCC Banking Circular 169|OCC BANKING CIRCULAR 169|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 1999-1|OCC BULLETIN 1999-1|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 2002-45|OCC BULLETIN 2002-45|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 2009-11|OCC BULLETIN 2009-11|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Office of the Comptroller of the Currency|OCC Bulletins
true|SR 05-10|SR 05-10|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|SR 01-12 (SUP)|SR 01-12 SUP|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|SR 04-4|SR 04-4|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|SR 13-17|SR 13-17|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|SR 16-19|SR 16-19|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|SR 02-10|SR 02-10|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|OCC NR 2018-78|OCC NR 2018-78|Accounting Related Risk Management Umbrella |Accounting Related Risk Management Umbrella|Office of the Comptroller of the Currency|OCC News Releases
true|42 U.S.C. § 12112.(b)(5)(A)|42 USC § 12112.(b)(5)(A)|Americans with Disabilities Act, Title I|ADA, Title I|Equal Employment Opportunity Commission|U.S. Code
true|28 C.F.R. § 36.401-28 C.F.R. § 36.406|28 CFR § 36.401-28 CFR § 36.406|Americans with Disabilities Act, Title III|ADA, Title III |Department of Justice (DOJ)|Code of Federal Regulations
true|28 C.F.R. § 36.303|28 CFR § 36.303|Americans with Disabilities Act, Title III|ADA, Title III |Department of Justice (DOJ)|Code of Federal Regulations
true|28 C.F.R. § 36.302|28 CFR § 36.302|Americans with Disabilities Act, Title III|ADA, Title III |Department of Justice (DOJ)|Code of Federal Regulations
true|42 U.S.C. § 12182(a)|42 USC § 12182(a)|Americans with Disabilities Act, Title III|ADA, Title III ||
true|12 C.F.R. § 363.4|12 CFR § 363.4|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting|Federal Deposit Insurance Corporation|Code of Federal Regulations
true|12 C.F.R. § 363(2)|12 CFR § 363(2)|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting|Federal Deposit Insurance Corporation|Code of Federal Regulations
true|12 C.F.R. § 363(3)|12 CFR § 363(3)|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting|Federal Deposit Insurance Corporation|Code of Federal Regulations
true|12 C.F.R. § 363.5|12 CFR § 363.5|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting|Federal Deposit Insurance Corporation|Code of Federal Regulations
true|12 CFR 363.2|12 CFR 363.2|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting||
true|12 CFR 363.3|12 CFR 363.3|FDIC Annual Audits & Reporting|FDIC Annual Audits & Reporting||
true|12 C.F.R. § 225.5(b)|12 CFR § 225.5(b)|Annual Report of Holding Companies- FR Y-6|FR Y-6 Annual Report|Federal Reserve Bank|Code of Federal Regulations
true|12 U.S.C. § 1844(c) (1)|12 USC § 1844(c) |Annual Report of Holding Companies- FR Y-6|FR Y-6 Annual Report|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.5(b)|12 CFR § 225.5(b)|Annual Report of Holding Companies- FR Y-6|FR Y-6 Annual Report|Federal Reserve Bank|Code of Federal Regulations
true|12 U.S.C. § 1844(c) (1)|12 USC § 1844(c) |Annual Report of Holding Companies- FR Y-6|FR Y-6 Annual Report|Federal Reserve Bank|Code of Federal Regulations
true|17 C.F.R. § 229.11080|17 CFR § 229.11080|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1110|17 CFR § 229.1110|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1111|17 CFR § 229.1111|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1121|17 CFR § 229.1121|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1105|17 CFR § 229.1105|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1108|17 CFR § 229.1108|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1122|17 CFR § 229.1122|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1123|17 CFR § 229.1123|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 229.1122|17 CFR § 229.1122|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15Ga-1|17 CFR § 240.15Ga-1|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15Ga-2|17 CFR § 240.15Ga-2|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15Ga-3|17 CFR § 240.15Ga-3|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15Ga-4|17 CFR § 240.15Ga-4|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15Ga-5|17 CFR § 240.15Ga-5|Asset Backed Securities|Reg AB|Securities and Exchange Commission|Code of Federal Regulations
true|12 C.F.R. § 229.10|12 CFR § 229.10|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.12|12 CFR § 229.12|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.13|12 CFR § 229.13|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.19|12 CFR § 229.19|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.21|12 CFR § 229.21|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.15|12 CFR § 229.15|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.16|12 CFR § 229.16|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.17|12 CFR § 229.17|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.18|12 CFR § 229.18|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.14|12 CFR § 229.14|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.33|12 CFR § 229.33|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.34|12 CFR § 229.34|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.35|12 CFR § 229.35|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.36|12 CFR § 229.36|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.37|12 CFR § 229.37|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.38|12 CFR § 229.38|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.39|12 CFR § 229.39|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.31|12 CFR § 229.31|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.32|12 CFR § 229.32|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.30|12 CFR § 229.30|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.54|12 CFR § 229.54|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.55|12 CFR § 229.55|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.52|12 CFR § 229.52|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.51|12 CFR § 229.51|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.53|12 CFR § 229.53|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.57|12 CFR § 229.57|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.58|12 CFR § 229.58|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 229.59|12 CFR § 229.59|Availability of Funds and Collection of Checks (Regulation CC)|Reg CC|Federal Reserve Bank|Code of Federal Regulations
true|18 U.S.C. § 215|18 USC § 215|Bank Bribery Act|Bank Bribery Act|US Congress|U.S. Code
true|12 C.F.R. § 225.170|12 CFR § 225.170|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.171|12 CFR § 225.171|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.172|12 CFR § 225.172|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.173|12 CFR § 225.173|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.174|12 CFR § 225.174|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.175|12 CFR § 225.175|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|12 C.F.R. § 225.176|12 CFR § 225.176|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking|Federal Reserve Bank|Code of Federal Regulations
true|SR 00-9 (SPE)|SR 00-9 SPE|Bank holding companies and change in bank control - Regulation Y|Reg Y-Merchant Banking||
true|SR 04-19|SR 04-19|Bank Owned Life Insurance: Interagency Statement on the Purchase and Risk Management of Life Insurance|Bank Owned Life Insurance|Board of Governors of the Federal Reserve System|Federal Reserve SR Letters
true|OCC Bulletin 2004-56|OCC BULLETIN 2004-56|Bank Owned Life Insurance: Interagency Statement on the Purchase and Risk Management of Life Insurance|Bank Owned Life Insurance|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 2004-56|OCC BULLETIN 2004-56|Bank Owned Life Insurance: Interagency Statement on the Purchase and Risk Management of Life Insurance|Bank Owned Life Insurance|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 2004-56|OCC BULLETIN 2004-56|Bank Owned Life Insurance: Interagency Statement on the Purchase and Risk Management of Life Insurance|Bank Owned Life Insurance|Office of the Comptroller of the Currency|OCC Bulletins
true|OCC Bulletin 2004-56|OCC BULLETIN 2004-56|Bank Owned Life Insurance: Interagency Statement on the Purchase and Risk Management of Life Insurance|Bank Owned Life Insurance|Office of the Comptroller of the Currency|OCC Bulletins
true|11 U.S.C. § 365(p)(2)|11 USC § 365(p)(2)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 524(a)(2)|11 USC § 524(a)(2)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP Rule 4001(a)(3)|FRBP RULE 4001(a)(3)|Bankruptcy Laws|Bankruptcy Laws||
true|11 U.S.C. § 524(c )|11 USC § 524(c )|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 524(k)|11 USC § 524(k)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 524(a)(3)|11 USC § 524(a)(3)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 301|11 USC § 301|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 303|11 USC § 303|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 348|11 USC § 348|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 706|11 USC 706|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1112|11 USC 1112|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1208|11 USC 1208|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1307|11 USC 1307|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 349|11 USC § 349|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 541(a)|11 USC § 541(a)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 548(a)(1)(A)|11 USC § 548(a)(1)(A)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(a)|11 USC § 362(a)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 506(b)|11 USC § 506(b)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 506(a); 1325 (a)(*9) hanging par|11 USC § 506(a); 1325 A HANGING PAR|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP Rule 3001|FRBP RULE 3001|Bankruptcy Laws|Bankruptcy Laws||
true|11 U.S.C. § 1325 (a) - "hanging paragraph"|11 USC § 1325 A - HANGING PARAGRAPH|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 547(c)(3)(B)|11 USC § 547(c)(3)(B)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP Rule 3002|FRBP RULE 3002|Bankruptcy Laws|Bankruptcy Laws||
true|11 U.S.C. § 524(i)|11 USC § 524(i)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 1126|11 USC § 1126|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1128|11 USC 1128|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1224|11 USC 1224|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1324|11 USC 1324|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. 1329|11 USC 1329|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP 3015|FRBP 3015|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(d)|11 USC § 362(d)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 1201|11 USC § 1201|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 1301|11 USC § 1301|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(c)(1)|11 USC § 362(c)(1)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(c)(2)|11 USC § 362(c)(2)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP Rule 4008(a)|FRBP RULE 4008(a)|Bankruptcy Laws|Bankruptcy Laws||
true|11 U.S.C. § 547(b)|11 USC § 547(b)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|FRBP Rule 7001|FRBP RULE 7001|Bankruptcy Laws|Bankruptcy Laws||
true|FRBP Rule 3012|FRBP RULE 3012|Bankruptcy Laws|Bankruptcy Laws||
true|FRBP Rule 4003|FRBP RULE 4003|Bankruptcy Laws|Bankruptcy Laws||
true|FRBP Rule 9037|FRBP RULE 9037|Bankruptcy Laws|Bankruptcy Laws||
true|FRBP Rule 3002.1|FRBP RULE 3002.1|Bankruptcy Laws|Bankruptcy Laws||
true|11 U.S.C. § 345|11 USC § 345|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 345|11 USC § 345|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(c)(3)|11 USC § 362(c)(3)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(c)(4)|11 USC § 362(c)(4)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 362(h)(1)|11 USC § 362(h)(1)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|11 U.S.C. § 521(a)(2); FRBP 107(b)(2)|11 USC § 521(a)(2); FRBP 107(b)(2)|Bankruptcy Laws|Bankruptcy Laws|US Congress|U.S. Code
true|17 C.F.R. § 240.13d-1|17 CFR § 240.13d-1|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-101|17 CFR § 240.13d-101|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-102|17 CFR § 240.13d-102|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-2|17 CFR § 240.13d-2|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-3|17 CFR § 240.13d-3|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-4|17 CFR § 240.13d-4|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-5|17 CFR § 240.13d-5|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-6|17 CFR § 240.13d-6|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13d-7|17 CFR § 240.13d-7|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13f-1|17 CFR § 240.13f-1|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.15d|17 CFR § 240.15d|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|15 U.S.C. § 78c|15 USC § 78c|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13h-I(e)|17 CFR § 240.13h-I(e)|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13h-I(b)|17 CFR § 240.13h-I(b)|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13h-I(c)|17 CFR § 240.13h-I(c)|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13h-I(d)|17 CFR § 240.13h-I(d)|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.13h-I(f)|17 CFR § 240.13h-I(f)|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-1|17 CFR § 240.16a-1|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-2|17 CFR § 240.16a-2|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-3|17 CFR § 240.16a-3|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-4|17 CFR § 240.16a-4|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-5|17 CFR § 240.16a-5|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-6|17 CFR § 240.16a-6|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-7|17 CFR § 240.16a-7|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-8|17 CFR § 240.16a-8|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
true|17 C.F.R. § 240.16a-9|17 CFR § 240.16a-9|Beneficial Ownership Aggregation and Analysis of Significant Interests |Beneficial Ownership Aggregation and Analysis of Significant Interests |Securities and Exchange Commission|Code of Federal Regulations
