"U.S. States and Other Jurisdictions","Minnesota","Court of Appeals (Minn. Ct. App.): Cite to N.W.2d.","","North Western Reporter","N.W.2d","NWD",""
"U.S. States and Other Jurisdictions","Minnesota","Statutory compilations: Cite to Minn. Stat..","","Minnesota Statutes","Minn. Stat. ? x.x (<year>)","MINN STAT ? XX YEAR",""
"U.S. States and Other Jurisdictions","Minnesota","Statutory compilations: Cite to Minn. Stat..","","Minnesota Statutes Annotated (West)","Minn. Stat. Ann. ? x.x (West <year>)","MINN STAT ANN ? XX WEST YEAR",""
"U.S. States and Other Jurisdictions","Minnesota","Session laws: Cite to Minn. Laws.","","Laws of Minnesota","<year> Minn. Laws <page no.>","YEAR MINN LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","Minnesota","Session laws: Cite to Minn. Laws.","","Minnesota Session Law Service (West)","<year> Minn. Sess. Law Serv. <page no.> (West)","YEAR MINN SESS LAW SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","Minnesota","Administrative compilation","","Minnesota Rules","Minn. R. <rule no.> (<year>)","MINN R RULE NO YEAR",""
"U.S. States and Other Jurisdictions","Minnesota","Administrative register","","Minnesota State Register","<vol. no.> Minn. Reg. <page no.> (<month day, year>)","VOL NO MINN REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","Southern Reporter","So., So. 2d, So. 3d","SO SO 2d, SO 3d",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","23 Miss. to 254 Miss.","Miss.","MISS",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","Smedes and Marshall","e.g., 9 Miss. (1 S. & M.)","EG 9 MISS S & M",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","Howard","e.g., 2 Miss. (1 Howard)","EG 2 MISS HOWARD",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","Walker","1 Miss. (1 Walker)","1 MISS WALKER",""
"U.S. States and Other Jurisdictions","Mississippi","Supreme Court (Miss.): Cite to So., So. 2d, or So. 3d.","","Mississippi Decisions","Miss. Dec.","MISS DEC",""
"U.S. States and Other Jurisdictions","Mississippi","Court of Appeals (Miss. Ct. App.): Cite to So. 2d or So. 3d.","","Southern Reporter","So. 2d, So. 3d","SO 2d, SO 3d",""
"U.S. States and Other Jurisdictions","Mississippi","Statutory compilations: Cite to Miss. Code Ann. (published by LexisNexis).","","Mississippi Code 1972 Annotated (LexisNexis)","Miss. Code Ann. ? x-x-x (<year>)","MISS CODE ANN ? XXX YEAR",""
"U.S. States and Other Jurisdictions","Mississippi","Statutory compilations: Cite to Miss. Code Ann. (published by LexisNexis).","","West?s Annotated Mississippi Code","Miss. Code Ann. ? x-x-x (West <year>)","MISS CODE ANN ? XXX WEST YEAR",""
"U.S. States and Other Jurisdictions","Mississippi","Session laws: Cite to Miss. Laws.","","General Laws of Mississippi","<year> Miss. Laws <page no.>","YEAR MISS LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","Mississippi","Session laws: Cite to Miss. Laws.","","Mississippi General Laws Advance Sheets (LexisNexis)","<year>-<pamph. no.> Miss. Laws Adv. Sh. <page no.> (LexisNexis)","YEARPAMPH NO MISS LAWS ADV SH PAGE NO LEXISNEXIS",""
"U.S. States and Other Jurisdictions","Mississippi","Session laws: Cite to Miss. Laws.","","West's Mississippi Legislative Service","<year> Miss. Legis. Serv. <page no.> (West)","YEAR MISS LEGIS SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","Mississippi","Administrative compilation","","Code of Mississippi Rules (LexisNexis)","<tit. no.>-<ch. no.> Miss. Code R. ? x (LexisNexis <year>)","TIT NOCH NO MISS CODE R ? X LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","Mississippi","Administrative register","","Mississippi Government Register (LexisNexis)","<iss. no.> Miss. Gov?t Reg. <page no.> (LexisNexis <month year>)","ISS NO MISS GOVT REG PAGE NO LEXISNEXIS MONTH YEAR",""
"U.S. States and Other Jurisdictions","Missouri","Supreme Court (Mo.): Cite to S.W., S.W.2d, or S.W.3d.","","South Western Reporter","S.W., S.W.2d, S.W.3d","SW SWD SWD",""
"U.S. States and Other Jurisdictions","Missouri","Supreme Court (Mo.): Cite to S.W., S.W.2d, or S.W.3d.","","Missouri Reports","Mo.","MO",""
"U.S. States and Other Jurisdictions","Missouri","Court of Appeals (Mo. Ct. App.): Cite to S.W., S.W.2d, or S.W.3d.","","South Western Reporter","S.W., S.W.2d, S.W.3d","SW SWD SWD",""
"U.S. States and Other Jurisdictions","Missouri","Court of Appeals (Mo. Ct. App.): Cite to S.W., S.W.2d, or S.W.3d.","","Missouri Appeals Reports","Mo. App.","MO APP",""
"U.S. States and Other Jurisdictions","Missouri","Statutory compilations: Cite to Mo. Rev. Stat..","","Missouri Revised Statutes","Mo. Rev. Stat. ? x.x (<year>)","MO REV STAT ? XX YEAR",""
"U.S. States and Other Jurisdictions","Missouri","Statutory compilations: Cite to Mo. Rev. Stat..","","Vernon?s Annotated Missouri Statutes (West)","Mo. Ann. Stat. ? x.x (West <year>)","MO ANN STAT ? XX WEST YEAR",""
"U.S. States and Other Jurisdictions","Missouri","Session laws: Cite to Mo. Laws.","","Session Laws of Missouri","<year> Mo. Laws <page no.>","YEAR MO LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","Missouri","Session laws: Cite to Mo. Laws.","","Missouri Legislative Service (West)","<year> Mo. Legis. Serv. <page no.> (West)","YEAR MO LEGIS SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","Missouri","Administrative compilation","","Missouri Code of State Regulations Annotated","Mo. Code Regs. Ann. tit. x, ? x-x.x (<year>)","MO CODE REGS ANN TIT X ? XXX YEAR",""
"U.S. States and Other Jurisdictions","Missouri","Administrative register","","Missouri Register","<vol. no.> Mo. Reg. <page no.> (<month day, year>)","VOL NO MO REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","Montana","Supreme Court (Mont.): Cite to P., P.2d, or P.3d.","","Pacific Reporter","P., P.2d, P.3d","P PD PD",""
"U.S. States and Other Jurisdictions","Montana","Supreme Court (Mont.): Cite to P., P.2d, or P.3d.","","Montana Reports","Mont.","MONT",""
"U.S. States and Other Jurisdictions","Montana","Supreme Court (Mont.): Cite to P., P.2d, or P.3d.","","State Reporter","State Rptr.","STATE RPTR",""
"U.S. States and Other Jurisdictions","Montana","Statutory compilations: Cite to Mont. Code Ann..","","Montana Code Annotated","Mont. Code Ann. ? x-x-x (<year>)","MONT CODE ANN ? XXX YEAR",""
"U.S. States and Other Jurisdictions","Montana","Statutory compilations: Cite to Mont. Code Ann..","","West's Montana Code Annotated","Mont. Code Ann. ? x-x-x (West <year>)","MONT CODE ANN ? XXX WEST YEAR",""
"U.S. States and Other Jurisdictions","Montana","Session laws","","Laws of Montana","<year> Mont. Laws <page no.>","YEAR MONT LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","Montana","Administrative compilation","","Administrative Rules of Montana","Mont. Admin. R. <rule no.> (<year>)","MONT ADMIN R RULE NO YEAR",""
"U.S. States and Other Jurisdictions","Montana","Administrative register","","Montana Administrative Register","<iss. no.> Mont. Admin. Reg. <page no.> (<month day, year>)","ISS NO MONT ADMIN REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","Nebraska","Supreme Court (Neb.): Cite to N.W. or N.W.2d.","","North Western Reporter","N.W., N.W.2d","NW NWD",""
"U.S. States and Other Jurisdictions","Nebraska","Supreme Court (Neb.): Cite to N.W. or N.W.2d.","","Nebraska Reports","Neb.","NEB",""
"U.S. States and Other Jurisdictions","Nebraska","Court of Appeals (Neb. Ct. App.): Cite to N.W.2d.","","North Western Reporter","N.W.2d","NWD",""
"U.S. States and Other Jurisdictions","Nebraska","Court of Appeals (Neb. Ct. App.): Cite to N.W.2d.","","Nebraska Appellate Reports","Neb. App.","NEB APP",""
"U.S. States and Other Jurisdictions","Nebraska","Statutory compilations: Cite to Neb. Rev. Stat..","","Revised Statutes of Nebraska","Neb. Rev. Stat. ? x-x (<year>)","NEB REV STAT ? XX YEAR",""
"U.S. States and Other Jurisdictions","Nebraska","Statutory compilations: Cite to Neb. Rev. Stat..","","Revised Statutes of Nebraska Annotated (LexisNexis)","Neb. Rev. Stat. Ann. ? x-x (LexisNexis <year>)","NEB REV STAT ANN ? XX LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","Nebraska","Statutory compilations: Cite to Neb. Rev. Stat..","","West's Revised Statutes of Nebraska Annotated","Neb. Rev. Stat. Ann. ? x-x (West <year>)","NEB REV STAT ANN ? XX WEST YEAR",""
"U.S. States and Other Jurisdictions","Nebraska","Session laws: Cite to Neb. Laws.","","Laws of Nebraska","<year> Neb. Laws <page no.>","YEAR NEB LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","Nebraska","Session laws: Cite to Neb. Laws.","","West's Nebraska Legislative Service","<year> Neb. Legis. Serv. <page no.> (West)","YEAR NEB LEGIS SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","Nebraska","Administrative compilation","","Nebraska Administrative Code","<tit. no.> Neb. Admin. Code ? x-x (<year>)","TIT NO NEB ADMIN CODE ? XX YEAR",""
"U.S. States and Other Jurisdictions","Nevada","Supreme Court (Nev.): Cite to P., P.2d, or P.3d.","","Pacific Reporter","P., P.2d, P.3d","P PD PD",""
"U.S. States and Other Jurisdictions","Nevada","Supreme Court (Nev.): Cite to P., P.2d, or P.3d.","","Nevada Reports","Nev.","NEV",""
"U.S. States and Other Jurisdictions","Nevada","Statutory compilations: Cite to Nev. Rev. Stat..","","Nevada Revised Statutes","Nev. Rev. Stat. ? x.x (<year>)","NEV REV STAT ? XX YEAR",""
"U.S. States and Other Jurisdictions","Nevada","Statutory compilations: Cite to Nev. Rev. Stat..","","Michie's Nevada Revised Statutes Annotated (LexisNexis)","Nev. Rev. Stat. Ann. ? x.x (LexisNexis <year>)","NEV REV STAT ANN ? XX LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","Nevada","Statutory compilations: Cite to Nev. Rev. Stat..","","West?s Nevada Revised Statutes Annotated","Nev. Rev. Stat. Ann. ? x.x (West <year>)","NEV REV STAT ANN ? XX WEST YEAR",""
"U.S. States and Other Jurisdictions","Nevada","Session laws: Cite to Nev. Stat..","","Statutes of Nevada","<year> Nev. Stat. <page no.>","YEAR NEV STAT PAGE NO",""
"U.S. States and Other Jurisdictions","Nevada","Session laws: Cite to Nev. Stat..","","West?s Nevada Legislative Service","<year> Nev. Legis. Serv. <page no.> (West)","YEAR NEV LEGIS SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","Nevada","Administrative compilation","","Nevada Administrative Code","Nev. Admin. Code ? x.x (<year>)","NEV ADMIN CODE ? XX YEAR",""
"U.S. States and Other Jurisdictions","Nevada","Administrative register","","Nevada Register of Administrative Regulations","<vol. no.> Nev. Reg. Admin. Regs. <reg. no.> (<month day, year>)","VOL NO NEV REG ADMIN REGS REG NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Supreme Court (N.H.): Cite to A., A.2d, or A.3d.","","Atlantic Reporter","A., A.2d, A.3d","A AD AD",""
"U.S. States and Other Jurisdictions","New Hampshire","Supreme Court (N.H.): Cite to A., A.2d, or A.3d.","","New Hampshire Reports","N.H.","NH",""
"U.S. States and Other Jurisdictions","New Hampshire","Statutory compilations: Cite to N.H. Rev. Stat. Ann. (published by West).","","New Hampshire Revised Statutes Annotated (West)","N.H. Rev. Stat. Ann. ? x:x (<year>)","NH REV STAT ANN ? XX YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Statutory compilations: Cite to N.H. Rev. Stat. Ann. (published by West).","","Lexis New Hampshire Revised Statutes Annotated","N.H. Rev. Stat. Ann. ? x:x (LexisNexis <year>)","NH REV STAT ANN ? XX LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Session laws: Cite to N.H. Laws or N.H. Legis. Serv..","","Laws of the State of New Hampshire (West)","<year> N.H. Laws <page no.>","YEAR NH LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","New Hampshire","Session laws: Cite to N.H. Laws or N.H. Legis. Serv..","","New Hampshire Legislative Service (West)","<year> N.H. Legis. Serv. <page no.>","YEAR NH LEGIS SERV PAGE NO",""
"U.S. States and Other Jurisdictions","New Hampshire","Session laws: Cite to N.H. Laws or N.H. Legis. Serv..","","Lexis New Hampshire Revised Statutes Annotated <year> Advance Legislative Service (LexisNexis)","<year>-<pamph. no.> N.H. Rev. Stat. Ann. Adv. Legis. Serv. <page no.> (LexisNexis)","YEARPAMPH NO NH REV STAT ANN ADV LEGIS SERV PAGE NO LEXISNEXIS",""
"U.S. States and Other Jurisdictions","New Hampshire","Administrative compilations: Cite to N.H. Code Admin. R. Ann..","","New Hampshire Code of Administrative Rules Annotated (LexisNexis)","N.H. Code Admin. R. Ann. <dep't name as abbreviated in Rules> <rule no.> (<year>)","NH CODE ADMIN R ANN DEPT NAME AS ABBREVIATED IN RULES RULE NO YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Administrative compilations: Cite to N.H. Code Admin. R. Ann..","","Code of New Hampshire Rules (LexisNexis)","N.H. Code R. <dep't name as abbreviated in Rules> <rule no.> (LexisNexis <year>)","NH CODE R DEPT NAME AS ABBREVIATED IN RULES RULE NO LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Administrative registers: Cite to N.H. Rulemaking Reg..","","New Hampshire Rulemaking Register","<vol. no.> N.H. Rulemaking Reg. <page no.> (<month day, year>)","VOL NO NH RULEMAKING REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","New Hampshire","Administrative registers: Cite to N.H. Rulemaking Reg..","","New Hampshire Government Register (LexisNexis)","<iss. no.> N.H. Gov?t Reg. <page no.> (LexisNexis <month year>)","ISS NO NH GOVT REG PAGE NO LEXISNEXIS MONTH YEAR",""
"U.S. States and Other Jurisdictions","New Jersey","Supreme Court (N.J.), previously Court of Errors and Appeals (N.J.): Cite to A., A.2d, or A.3d.","","Atlantic Reporter","A., A.2d, A.3d","A AD AD",""
"U.S. States and Other Jurisdictions","New Jersey","Supreme Court (N.J.), previously Court of Errors and Appeals (N.J.): Cite to A., A.2d, or A.3d.","","New Jersey Reports","N.J.","NJ",""
"U.S. States and Other Jurisdictions","New Jersey","Supreme Court (N.J.), previously Court of Errors and Appeals (N.J.): Cite to A., A.2d, or A.3d.","","New Jersey Law Reports","N.J.L.","NJL",""
"U.S. States and Other Jurisdictions","New Jersey","Supreme Court (N.J.), previously Court of Errors and Appeals (N.J.): Cite to A., A.2d, or A.3d.","","New Jersey Equity Reports","N.J. Eq.","NJ EQ",""
"U.S. States and Other Jurisdictions","New Jersey","Supreme Court (N.J.), previously Court of Errors and Appeals (N.J.): Cite to A., A.2d, or A.3d.","","New Jersey Miscellaneous Reports","N.J. Misc.","NJ MISC",""
"U.S. States and Other Jurisdictions","New Jersey","Superior Court (N.J. Super. Ct. App. Div., N.J. Super. Ct. Ch. Div., N.J. Super. Ct. Law Div.), previously Court of Chancery (N.J. Ch.), Supreme Court (N.J. Sup. Ct.), and Prerogative Court (N.J. Prerog. Ct.): Cite to A., A.2d, or A.3d.","","Atlantic Reporter","A., A.2d, A.3d","A AD AD",""
"U.S. States and Other Jurisdictions","New Jersey","Superior Court (N.J. Super. Ct. App. Div., N.J. Super. Ct. Ch. Div., N.J. Super. Ct. Law Div.), previously Court of Chancery (N.J. Ch.), Supreme Court (N.J. Sup. Ct.), and Prerogative Court (N.J. Prerog. Ct.): Cite to A., A.2d, or A.3d.","","New Jersey Superior Court Reports","N.J. Super.","NJ SUPER",""
"U.S. States and Other Jurisdictions","New Jersey","Superior Court (N.J. Super. Ct. App. Div., N.J. Super. Ct. Ch. Div., N.J. Super. Ct. Law Div.), previously Court of Chancery (N.J. Ch.), Supreme Court (N.J. Sup. Ct.), and Prerogative Court (N.J. Prerog. Ct.): Cite to A., A.2d, or A.3d.","","New Jersey Law Reports","N.J.L.","NJL",""
"U.S. States and Other Jurisdictions","New Jersey","Superior Court (N.J. Super. Ct. App. Div., N.J. Super. Ct. Ch. Div., N.J. Super. Ct. Law Div.), previously Court of Chancery (N.J. Ch.), Supreme Court (N.J. Sup. Ct.), and Prerogative Court (N.J. Prerog. Ct.): Cite to A., A.2d, or A.3d.","","New Jersey Equity Reports","N.J. Eq.","NJ EQ",""
"U.S. States and Other Jurisdictions","New Jersey","Superior Court (N.J. Super. Ct. App. Div., N.J. Super. Ct. Ch. Div., N.J. Super. Ct. Law Div.), previously Court of Chancery (N.J. Ch.), Supreme Court (N.J. Sup. Ct.), and Prerogative Court (N.J. Prerog. Ct.): Cite to A., A.2d, or A.3d.","","New Jersey Miscellaneous Reports","N.J. Misc.","NJ MISC",""
"U.S. States and Other Jurisdictions","New Jersey","Tax Court (N.J. Tax Ct.): Cite to N.J. Tax.","","New Jersey Tax Court Reports","N.J. Tax","NJ TAX",""
"U.S. States and Other Jurisdictions","New Jersey","Statutory compilations: Cite to N.J. Stat. Ann..","","New Jersey Statutes Annotated (West)","N.J. Stat. Ann. ? x:x (West <year>)","NJ STAT ANN ? XX WEST YEAR",""
"U.S. States and Other Jurisdictions","New Jersey","Statutory compilations: Cite to N.J. Stat. Ann..","","New Jersey Revised Statutes (2013)","N.J. Rev. Stat. ? x:x (<year>)","NJ REV STAT ? XX YEAR",""
"U.S. States and Other Jurisdictions","New Jersey","Session laws: Cite to N.J. Laws.","","Laws of New Jersey","<year> N.J. Laws <page no.>","YEAR NJ LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","New Jersey","Session laws: Cite to N.J. Laws.","","New Jersey Session Law Service (West)","<year> N.J. Sess. Law Serv. <page no.> (West)","YEAR NJ SESS LAW SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","New Jersey","Administrative compilation","","New Jersey Administrative Code (LexisNexis)","N.J. Admin. Code ? x:x-x.x (<year>)","NJ ADMIN CODE ? XXXX YEAR",""
"U.S. States and Other Jurisdictions","New Jersey","Administrative register","","New Jersey Register (LexisNexis)","<vol. no.> N.J. Reg. <page no.> (<month day, year>)","VOL NO NJ REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","New Jersey","Administrative register","","New Jersey Administrative Reports","N.J. Admin., N.J. Admin. 2d","NJ ADMIN NJ ADMIN 2d",""
"U.S. States and Other Jurisdictions","New Mexico","Supreme Court (N.M.): Cite to P., P.2d, or P.3d.","","Pacific Reporter","P., P.2d, P.3d","P PD PD",""
"U.S. States and Other Jurisdictions","New Mexico","Supreme Court (N.M.): Cite to P., P.2d, or P.3d.","","New Mexico Reports","N.M.","NM",""
"U.S. States and Other Jurisdictions","New Mexico","Court of Appeals (N.M. Ct. App.): Cite to P.2d or P.3d.","","Pacific Reporter","P.2d, P.3d","PD PD",""
"U.S. States and Other Jurisdictions","New Mexico","Court of Appeals (N.M. Ct. App.): Cite to P.2d or P.3d.","","New Mexico Reports","N.M.","NM",""
"U.S. States and Other Jurisdictions","New Mexico","Statutory compilations: Cite to N.M. Stat. Ann..","","New Mexico Statutes Annotated 1978 (Conway Greene)","N.M. Stat. Ann. ? x-x-x (<year>)","NM STAT ANN ? XXX YEAR",""
"U.S. States and Other Jurisdictions","New Mexico","Statutory compilations: Cite to N.M. Stat. Ann..","","West?s New Mexico Statutes Annotated","N.M. Stat. Ann. ? x-x-x (West <year>)","NM STAT ANN ? XXX WEST YEAR",""
"U.S. States and Other Jurisdictions","New Mexico","Statutory compilations: Cite to N.M. Stat. Ann..","","Michie's Annotated Statutes of New Mexico (LexisNexis)","N.M. Stat. Ann. ? x-x-x (LexisNexis <year>)","NM STAT ANN ? XXX LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","New Mexico","Session laws: Cite to N.M. Laws.","","Laws of the State of New Mexico","<year> N.M. Laws <page no.>","YEAR NM LAWS PAGE NO",""
"U.S. States and Other Jurisdictions","New Mexico","Session laws: Cite to N.M. Laws.","","New Mexico Advance Legislative Service (Conway Greene)","<year> N.M. Adv. Legis. Serv. <page no.>","YEAR NM ADV LEGIS SERV PAGE NO",""
"U.S. States and Other Jurisdictions","New Mexico","Session laws: Cite to N.M. Laws.","","West's New Mexico Legislative Service","<year> N.M. Legis. Serv. <page no.> (West)","YEAR NM LEGIS SERV PAGE NO WEST",""
"U.S. States and Other Jurisdictions","New Mexico","Administrative compilation","","Code of New Mexico Rules (LexisNexis)","N.M. Code R. ? x.x.x.x (LexisNexis <year>)","NM CODE R ? XXXX LEXISNEXIS YEAR",""
"U.S. States and Other Jurisdictions","New Mexico","Administrative register","","New Mexico Register","<vol. no.> N.M. Reg. <page no.> (<month day, year>)","VOL NO NM REG PAGE NO MONTH DAY YEAR",""
"U.S. States and Other Jurisdictions","New York","Court of Appeals (N.Y.) after 1847: Cite to N.E., N.E.2d, or N.E.3d.","","North Eastern Reporter","N.E., N.E.2d, N.E.3d","NE NED NED",""
"U.S. States and Other Jurisdictions","New York","Court of Appeals (N.Y.) after 1847: Cite to N.E., N.E.2d, or N.E.3d.","","New York Reports (The first series of N.Y. is reprinted in N.Y.S. and N.Y.S.2d without separate pagination. Do not include a parallel cite to N.Y.S. or N.Y.S.2d in citations to the first series of N.Y.)","N.Y., N.Y.2d","NY NYD",""
"U.S. States and Other Jurisdictions","New York","Court of Appeals (N.Y.) after 1847: Cite to N.E., N.E.2d, or N.E.3d.","","West?s New York Supplement","N.Y.S.2d","NYSD",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Lockwood?s Reversed Cases","Lock. Rev. Cas.","LOCK REV CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Denio?s Reports","Denio","DENIO",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Hill and Denio Supplement (Lalor)","Hill & Den.","HILL & DEN",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Hill?s Reports","Hill","HILL",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Edmond?s Select Cases","Edm. Sel. Cas.","EDM SEL CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Yates? Select Cases","Yates Sel. Cas.","YATES SEL CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Anthon?s Nisi Prius Cases","Ant. N.P. Cas.","ANT NP CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Wendell?s Reports","Wend.","WEND",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Cowen?s Reports","Cow.","COW",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Johnson?s Reports","Johns.","JOHNS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Caines? Reports","Cai.","CAI",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Caines? Cases","Cai. Cas.","CAI CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Coleman & Caines? Cases","Cole. & Cai. Cas.","COLE & CAI CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Johnson?s Cases","Johns. Cas.","JOHNS CAS",""
"U.S. States and Other Jurisdictions","New York","Court for the Correction of Errors (N.Y.) and Supreme Court of Judicature (N.Y. Sup. Ct.) (highest state courts of law before 1847): Cite to one of the following reporters.","","Coleman?s Cases","Cole. Cas.","COLE CAS",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Edwards? Chancery Reports","Edw. Ch.","EDW CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Barbour?s Chancery Reports","Barb. Ch.","BARB CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Sandford?s Chancery Reports","Sand. Ch.","SAND CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Saratoga Chancery Sentinel","Sarat. Ch. Sent.","SARAT CH SENT",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Paige?s Chancery Reports","Paige Ch.","PAIGE CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Clarke?s Chancery Reports","Cl. Ch.","CL CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Hoffman?s Chancery Reports","Hoff. Ch.","HOFF CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Hopkins? Chancery Reports","Hopk. Ch.","HOPK CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Lansing?s Chancery Reports","Lans. Ch.","LANS CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","Johnson?s Chancery Reports","Johns. Ch.","JOHNS CH",""
"U.S. States and Other Jurisdictions","New York","Court of Chancery (N.Y. Ch.) (highest state court of equity before 1848): Cite to one of the following reporters.","","New York Chancery Reports Annotated","N.Y. Ch. Ann.","NY CH ANN",""
