Unique ID,Identification Field,Issuance Type,Weblink,Geo Category,Regional Jurisdiction,Local Jurisdiction,Issuing Authority,Language,Issuance Type,Weblink,Phase,MVP Desired Source? (March 2021),Contract Alignment,Added as part of pilot work? (Y),Planned Ingestion Date,Target Ingestion Date (Month),Actual Ingestion Date,Statutes/Regulations or  Proposed/Monitoring,In SHRP Inventory?,Legal Monitoring? (Domestic),International Monitoring?,Frequency of Ingestion/Updates,"Ingestion Start Date (ideal to align w/UAT for MVP, should be prior to 3/26/2021)",Lookback on historical content (Y/N)?,Document Level View,Related Issuance Type(s),Citation Standard,Lowest level citation in inventory,Notes,2020,2021,2022,2023,Notes 2,Duplicate ID,Proprietary Sources,Source Display Name,Universal SDC Issuance Type,Identification Field,QA Data Testing,QA Data Testing 2,QA Data Testing 3,Ingestion Status,Ingestion Status 2,Ingestion Status 3,Cost,Data Conversion,SDC Status,Baseline Content,Engin Status
000652,,Delaware - Register of Regulations,http://regulations.delaware.gov/services/current_issue.shtml,US State,United States,Delaware ,Delaware State Legislature,English,Delaware - Register of Regulations,http://regulations.delaware.gov/services/current_issue.shtml,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,"<vol. no.> Del. Reg. Regs.<page no.> (<month day, year>)",page level,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000651,,Delaware - Administrative Code,http://regulations.delaware.gov/AdminCode/,US State,United States,Delaware ,Delaware State Legislature,English,Delaware - Administrative Code,http://regulations.delaware.gov/AdminCode/,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Subtitle,,,,,P1,,,,,,,,,,,,,,,,,Innodata,In progress,,Yes
001510,,Delaware - Bills,https://legis.delaware.gov/AllLegislation,US State,United States,Delaware ,Delaware State Legislature,English,Delaware - Bills,https://legis.delaware.gov/AllLegislation,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Delaware - Revised Statutes,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000653,DELAWARE_CODE,Delaware - Revised Statutes,https://delcode.delaware.gov/ ,US State,United States,Delaware ,Delaware State Legislature,English,Delaware - Revised Statutes,https://delcode.delaware.gov/ ,2,checked,2020 Amendment 2,,2021-05-03 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,"Del. Code tit. {{TITLE}}, § {{CHAPTER}}{{SECTION}}",,"volumes start/end midyear, so would need probably need to organize by volume (could display date range?)",P0,,,,,,,,STATUTORY_COMPILATION,DELAWARE_CODE,,,,,,,,Innodata,Delivered,Delivered,
000656,DC_CODE,District of Columbia - Revised Statutes,"https://code.dccouncil.us/dc/council/code/, https://github.com/dccouncil/dc-law-xml",3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Title,,D.C. Code § {{TITLE}}-{{SECTION}},,,P0,,,,,655,,,STATUTORY_COMPILATION,DC_CODE,,,,,,,,DCL,,,
001531,,District of Columbia - Bills,http://lims.dccouncil.us/#,US State,United States,District of Columbia,District of Columbia Legislature,English,District of Columbia - Bills,http://lims.dccouncil.us/#,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),District of Columbia - Revised Statutes,,,,,P2,,,,,,,SESSION_LAWS,,,,,,,,,DCL,,,
001532,,District of Columbia - Register,https://www.dcregs.dc.gov/,US State,United States,District of Columbia,District of Columbia Legislature,English,District of Columbia - Register,https://www.dcregs.dc.gov/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,"<vol. no.> D.C. Reg. <page no.> (<month day, year>)",page level,In outline would ideally be organized by year (volume could be parenthetical),,P2,,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
000655,,District of Columbia - DUPLICATE,http//dccode.org/browser/,US State,United States,District of Columbia,District of Columbia Legislature,English,District of Columbia - DUPLICATE,http//dccode.org/browser/,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,P0,,,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001721,,Domincan Republic Tax Code Rulings,https://dgii.gov.do/legislacion/leyesTributarias/Paginas/default.aspx,International ,LATAM,Dominican Republic,Impuestos Internos,Spanish,Domincan Republic Tax Code Rulings,https://dgii.gov.do/legislacion/leyesTributarias/Paginas/default.aspx,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001725,,Dominican Republic Presidential Decrees,https://www.scribd.com/user/167066606/Presidencia-Republica-Dominicana,International ,LATAM,Dominican Republic,Presidencia de la Republica Dominicana,Spanish,Dominican Republic Presidential Decrees,https://www.scribd.com/user/167066606/Presidencia-Republica-Dominicana,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001415,,Banco Central Republica Dominicana Press Room,https://bancentral.gov.do/Home/PressRoom,International ,LATAM,Dominican Republic,Central Bank of the Dominican Republic,Spanish,Banco Central Republica Dominicana Press Room,https://bancentral.gov.do/Home/PressRoom,13,,,,2023-12-15 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001414,,Dominican Republic Ministry of Labour Notices,https://www.mt.gob.do/index.php/noticias,International ,LATAM,Dominican Republic,Dominican Republic Ministry of Labour ,Spanish,Dominican Republic Ministry of Labour Notices,https://www.mt.gob.do/index.php/noticias,13,,,,2023-12-15 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001416,,Superintendency of Banks of the Dominican Republic Notices,https://www.sib.gob.do/noticias,International ,LATAM,Dominican Republic,Superintendency of Banks of the Dominican Republic,Spanish,Superintendency of Banks of the Dominican Republic Notices,https://www.sib.gob.do/noticias,13,,,,2023-12-15 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001724,,Dominican Republic Monetary Board Rules,https://bancentral.gov.do/a/resoluciones,International ,LATAM,Dominican Republic,Dominican Republic Monetary Board,Spanish,Dominican Republic Monetary Board Rules,https://bancentral.gov.do/a/resoluciones,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001726,,Dominican Republic Tax Code,https://dgii.gov.do/legislacion/leyesTributarias/Documents/Codigo%20Tributario%20y%20Leyes%20que%20lo%20modifican%20y%20complementan/11-92.pdf,International ,LATAM,Dominican Republic,Dominican Republic Government,Spanish,Dominican Republic Tax Code,https://dgii.gov.do/legislacion/leyesTributarias/Documents/Codigo%20Tributario%20y%20Leyes%20que%20lo%20modifican%20y%20complementan/11-92.pdf,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001722,,Dominican Republic Labour Code,http://www.ilo.org/dyn/natlex/docs/WEBTEXT/29744/64852/S92DOM01.Rep,International ,LATAM,Dominican Republic,Dominican Republic Government,Spanish,Dominican Republic Labour Code,http://www.ilo.org/dyn/natlex/docs/WEBTEXT/29744/64852/S92DOM01.Rep,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001723,,Dominican Republic Laws,https://republica-dominicana.justia.com/nacionales/leyes/,International ,LATAM,Dominican Republic,Dominican Republic Government,Spanish,Dominican Republic Laws,https://republica-dominicana.justia.com/nacionales/leyes/,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001727,,Superintendency of Banks (SIB) of the Dominican Republic Regulations,https://www.sib.gob.do/normativas-sib/reglamentos,International ,LATAM,Dominican Republic,Superintendency of Banks (SIB),Spanish,Superintendency of Banks (SIB) of the Dominican Republic Regulations,https://www.sib.gob.do/normativas-sib/reglamentos,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001720,,Communication to WFBNA from Superintendency of Banks of the Dominican Republic,Sounds like a letter sent directly to Wells Fargo,International ,LATAM,Dominican Republic,Superintendency of Banks (SIB),Spanish,Communication to WFBNA from Superintendency of Banks of the Dominican Republic,Sounds like a letter sent directly to Wells Fargo,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,Innodata,,,
001335,,EU Single Rulebook,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook,International ,EMEA,European Union,European Banking Authority (EBA),English/Multiple,EU Single Rulebook,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook,6,checked,,,2022-03-25 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001112,,EBA Outsourcing Guidelines,https://eba.europa.eu/sites/default/documents/files/documents/10180/2551996/38c80601-f5d7-4855-8ba3-702423665479/EBA%20revised%20Guidelines%20on%20outsourcing%20arrangements.pdf ,International ,EMEA,European Union,European Banking Authority (EBA),English,EBA Outsourcing Guidelines,https://eba.europa.eu/sites/default/documents/files/documents/10180/2551996/38c80601-f5d7-4855-8ba3-702423665479/EBA%20revised%20Guidelines%20on%20outsourcing%20arrangements.pdf ,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001336,,EBA News and Press,https://eba.europa.eu/all-news-and-press-releases,International ,EMEA,European Union,European Banking Authority (EBA),English/Multiple,EBA News and Press,https://eba.europa.eu/all-news-and-press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001588,,EBA Guidelines on Internal Governance,https://eba.europa.eu/sites/default/documents/files/documents/10180/1972987/eb859955-614a-4afb-bdcd-aaa664994889/Final%20Guidelines%20on%20Internal%20Governance%20(EBA-GL-2017-11).pdf,International ,EMEA,European Union,European Banking Authority (EBA),English,EBA Guidelines on Internal Governance,https://eba.europa.eu/sites/default/documents/files/documents/10180/1972987/eb859955-614a-4afb-bdcd-aaa664994889/Final%20Guidelines%20on%20Internal%20Governance%20(EBA-GL-2017-11).pdf,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001551,,Preparatory Documents,https://eur-lex.europa.eu/browse/directories/legislation-preparation.html,International ,EMEA,European Union,Multiple EU Authorities,English,Preparatory Documents,https://eur-lex.europa.eu/browse/directories/legislation-preparation.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001554,EU_OFFICIAL_JOURNAL,EU Official Journal,https://eur-lex.europa.eu/oj/direct-access.html,International ,EMEA,European Union,Multiple EU Authorities,English,EU Official Journal,https://eur-lex.europa.eu/oj/direct-access.html,1,checked,2021 Contract,,2021-03-19 00:00,,,Proposed/Monitoring,,,,Daily,1/1/2021,N (with exceptions),Journal Entry,Consolidated Texts,<year> O.J. (OJ number) 1 Art. <article no.>,2019 O.J. (L150) 1 Art. 400,,P0,,,,,,,,STATUTORY_COMPILATION,EU_OFFICIAL_JOURNAL,,,,,,,,DCL,,,
001550,,International Agreements,https://eur-lex.europa.eu/browse/directories/inter-agree.html,International ,EMEA,European Union,Multiple EU Authorities,English,International Agreements,https://eur-lex.europa.eu/browse/directories/inter-agree.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,,,,,,,,,,,,,P0,,,,,,,TREATIES,,,,,,,,,DCL,,,
001549,,EU Treaties,https://eur-lex.europa.eu/collection/eu-law/treaties/treaties-force.html,International ,EMEA,European Union,Multiple EU Authorities,English,EU Treaties,https://eur-lex.europa.eu/collection/eu-law/treaties/treaties-force.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,TREATIES,,,,,,,,,DCL,,,
001552,,EFTA Documents,https://eur-lex.europa.eu/collection/eu-law/efta.html,International ,EMEA,European Union,Multiple EU Authorities,English,EFTA Documents,https://eur-lex.europa.eu/collection/eu-law/efta.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,,,,,,,,,,,,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001553,,EUR-Lex News,https://eur-lex.europa.eu/content/news/index.html,International ,EMEA,European Union,Multiple EU Authorities,English,EUR-Lex News,https://eur-lex.europa.eu/content/news/index.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,,P1,,,,,,STATUTORY_COMPILATION,,,,,,,,,DCL,,,
001548,EU_CONSOLIDATED_TEXTS,Consolidated Texts,https://eur-lex.europa.eu/browse/directories/consleg.html,International ,EMEA,European Union,Multiple EU Authorities,English,Consolidated Texts,https://eur-lex.europa.eu/browse/directories/consleg.html,1,checked,2021 Contract,,2021-03-19 00:00,,,Statutes/Regulations,,,,Weekly,1/1/2021,N (with exceptions),Full document entry (Reg/Act/etc.),,"<legislation type> <number and title>, <article level citations (optional)>, <publication date (year)> <OJ details>","Commission Regulation 2019/876, art. 400(2(a), 2019 O.J> (L150/1)(EU)","Scope pending pilot analysis, starting point via directory browse is subject 1 (General, financial and institutional matters) and subject 10 (Economic and montary policy and free movement of capital), via link… https://eur-lex.europa.eu/browse/directories/consleg.html",P0,,,,,,,,STATUTORY_COMPILATION,EU_CONSOLIDATED_TEXTS,,,,,,,,DCL,,,
000162,,EU Regulations,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32012R0918,International ,EMEA,European Union,European Union,English,EU Regulations,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32012R0918,6,checked,,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
001589,,EU Commission Delegated Regulations,https://eur-lex.europa.eu/advanced-search-form.html?qid=1590721550074&action=update,International ,EMEA,European Union,European Union,English,EU Commission Delegated Regulations,https://eur-lex.europa.eu/advanced-search-form.html?qid=1590721550074&action=update,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001127,,European Union Directives,https://europa.eu/european-union/eu-law/legal-acts_en,International ,EMEA,European Union,European Union,English,European Union Directives,https://europa.eu/european-union/eu-law/legal-acts_en,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,checked,,,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
000166,,Treaty on the Functioning of the European Union (TFEU),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A12012E%2FTXT,International ,EMEA,European Union,Treaties of the European Union,English,Treaty on the Functioning of the European Union (TFEU),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A12012E%2FTXT,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,TREATIES,,,,,,,,,DCL,,,
001334,,European Council Press Releases,https://www.consilium.europa.eu/en/press/press-releases/,International ,EMEA,European Union,European Council (EUCO),English/Multiple,European Council Press Releases,https://www.consilium.europa.eu/en/press/press-releases/,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001333,,European Council Public Register,https://www.consilium.europa.eu/en/documents-publications/public-register/,International ,EMEA,European Union,European Council (EUCO),English/Multiple,European Council Public Register,https://www.consilium.europa.eu/en/documents-publications/public-register/,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
001387,,ESMA Library,https://www.esma.europa.eu/databases-library/esma-library,International ,EMEA,European Union,European Securities and Markets Authority (ESMA) ,English,ESMA Library,https://www.esma.europa.eu/databases-library/esma-library,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE,,,,,,,,,DCL,,,
000660,FLORIDA_STATUTES,Florida - Revised Statutes,http://www.leg.state.fl.us/statutes/,US State,United States,Florida,Florida State Legislature,English,Florida - Revised Statutes,http://www.leg.state.fl.us/statutes/,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Fla. Stat. § {{CHAPTER}}.{{SECTION}},,,P0,,,,,,,,STATUTORY_COMPILATION,FLORIDA_STATUTES,,,,,,,"$10,208.50",DCL,Delivered,Delivered,Yes
000658,FLORIDA_LAWS,Florida - Laws of Florida,http://laws.flrules.org/,US State,United States,Florida,Florida State Legislature,English,Florida - Laws of Florida,http://laws.flrules.org/,1,checked,2020 Amendment 1,,2021-03-19 00:00,,,Statutes/Regulations,,,,Daily,1/1/2021,N,whole document (Bill),,,,,P0,,,,,,,,SESSION_LAWS,FLORIDA_LAWS,,,,,,,,DCL,Backlog,Backlog,
000659,,Florida - Register,https://www.flrules.org/bigdoc/default.asp,US State,United States,Florida,Florida State Legislature,English,Florida - Register,https://www.flrules.org/bigdoc/default.asp,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Number (issue),,"<vol no.> Fla. Admin. Reg. <page no.> (<month day,year>)",page level,In outline would ideally be organized by year (volume could be parenthetical),,P1,,,,,,,ADMINISTRATIVE_COMPILATION,,,,,,,,,DCL,,,
001420,,ACPR Banque de France Registre Officiel,https://acpr.banque-france.fr/page-tableau-filtre/registre-officiel,International ,EMEA,France,Autorite de Control Prudentiel et de Resolution (ACPR),French,ACPR Banque de France Registre Officiel,https://acpr.banque-france.fr/page-tableau-filtre/registre-officiel,7,,2021 Contract,,2022-06-24 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001421,,Trésor Direction Générale Articles,https://www.tresor.economie.gouv.fr/Articles,International ,EMEA,France,Ministère de l'économie et des Finances,French,Trésor Direction Générale Articles,https://www.tresor.economie.gouv.fr/Articles,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P3,,,,,,,,,,,,,,,,Innodata,,,
001592,,French Social Security Code (Code de la securite sociale),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006073189,International ,EMEA,France,French Parliament (Parlement francais),French,French Social Security Code (Code de la securite sociale),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006073189,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001591,,French Labour Code (Code du Travail),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006072050 ,International ,EMEA,France,French Parliament (Parlement francais),French,French Labour Code (Code du Travail),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006072050 ,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001590,,French Civil Proceedings Code (Code des procedures civiles d'execution),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000025024948,International ,EMEA,France,French Parliament (Parlement francais),French,French Civil Proceedings Code (Code des procedures civiles d'execution),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000025024948,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001419,,CNIL News Releases,https://www.cnil.fr/en/actualite,International ,EMEA,France,French Data Protection Authority (CNIL),French/English,CNIL News Releases,https://www.cnil.fr/en/actualite,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P3,,,,,,,,,,,,,,,,Innodata,,,
001418,,AMF News Releases,https://www.amf-france.org/en/news-publications/news-releases/amf-news-releases,International ,EMEA,France,Autorité des Marchés Financiers (AMF),French/English,AMF News Releases,https://www.amf-france.org/en/news-publications/news-releases/amf-news-releases,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P3,,,,,,,,,,,,,,,,Innodata,,,
001448,,TRACFIN Press Releases,https://www.economie.gouv.fr/tracfin/communiques-presse,International ,EMEA,France,TRACFIN (Cellule française de lutte contre le blanchiment des capitaux et le financement du terrorisme),French,TRACFIN Press Releases,https://www.economie.gouv.fr/tracfin/communiques-presse,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P3,,,,,,,,,,,,,,,,Innodata,,,
001070,,Georgia - Register,http://rules.sos.ga.gov/gac/,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Register,http://rules.sos.ga.gov/gac/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000662,,Georgia - Rules and Regulations,http://rules.sos.state.ga.us/gac/,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Rules and Regulations,http://rules.sos.state.ga.us/gac/,5,checked,2021 Contract,,2021-12-31 00:00,,,Statutes/Regulations,,checked,,Monthly,1/1/2021,n/a (versioned),Chapter,,,,,P1,,,,,,,,,,,,,,,,,Innodata,,,
001512,,Georgia - Bills,http://www.legis.ga.gov/Legislation/en-US/Search.aspx,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Bills,http://www.legis.ga.gov/Legislation/en-US/Search.aspx,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Georgia - Revised Statutes,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
000661,CODE_OF_GEORGIA,Georgia - Revised Statutes,https://advance.lexis.com/container?config=00JAAzZDgzNzU2ZC05MDA0LTRmMDItYjkzMS0xOGY3MjE3OWNlODIKAFBvZENhdGFsb2fcIFfJnJ2IC8XZi1AYM4Ne&crid=a39a0b24-78a9-43e0-9af1-a9693aba1e54,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Revised Statutes,https://advance.lexis.com/container?config=00JAAzZDgzNzU2ZC05MDA0LTRmMDItYjkzMS0xOGY3MjE3OWNlODIKAFBvZENhdGFsb2fcIFfJnJ2IC8XZi1AYM4Ne&crid=a39a0b24-78a9-43e0-9af1-a9693aba1e54,1,checked,2020 Amendment 1,,2021-03-19 00:00,,,Statutes/Regulations,checked,checked,,Monthly,1/1/2021,n/a (versioned),Chapter,,Ga. Code § {{TITLE}}-{{CHAPTER}}-{{SECTION}},Ga. Code Ann. 10-1-393.5,This is the Legal source associated with the sample citations that we want to be able to leverage in Legal demo,P0,,,,,,Lexis,,STATUTORY_COMPILATION,CODE_OF_GEORGIA,,,,,,,,Innodata,Delivered,Delivered,
001386,,BaFin Newsletter,https://www.bafin.de/EN/DieBaFin/Service/Newsletter/newsletter_node_en.html,International ,EMEA,Germany,Bundesbank,German,BaFin Newsletter,https://www.bafin.de/EN/DieBaFin/Service/Newsletter/newsletter_node_en.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001383,,BaFIn Journal,https://www.bafin.de/EN/PublikationenDaten/BaFinJournal/bafinjournal_node_en.html,International ,EMEA,Germany,Bundesbank,German,BaFIn Journal,https://www.bafin.de/EN/PublikationenDaten/BaFinJournal/bafinjournal_node_en.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001385,,BaFin Circulars,https://www.bafin.de/SiteGlobals/Forms/Suche/EN/Expertensuche_Formular.html?cl2Categories_Format=Rundschreiben&gts=7855320_list%253DdateOfIssue_dt%252Bdesc,International ,EMEA,Germany,Bundesbank,German,BaFin Circulars,https://www.bafin.de/SiteGlobals/Forms/Suche/EN/Expertensuche_Formular.html?cl2Categories_Format=Rundschreiben&gts=7855320_list%253DdateOfIssue_dt%252Bdesc,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001384,,Bundesbank Speeches,https://www.bundesbank.de/en/press/speeches,International ,EMEA,Germany,Bundesbank,German,Bundesbank Speeches,https://www.bundesbank.de/en/press/speeches,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001381,,Bundesbank Press Releases,https://www.bundesbank.de/en/press/press-releases,International ,EMEA,Germany,Bundesbank,German/English,Bundesbank Press Releases,https://www.bundesbank.de/en/press/press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001382,,Ministry of Justice and Consumer Protection News,https://www.bmjv.de/DE/News/Aktuelles/Artikel/artikel_node.html,International ,EMEA,Germany,Ministry of Justice and Consumer Protection,German,Ministry of Justice and Consumer Protection News,https://www.bmjv.de/DE/News/Aktuelles/Artikel/artikel_node.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001594,,German Codes,http://www.gesetze-im-internet.de/,International ,EMEA,Germany,German Parliament (Bundestag),German/English,German Codes,http://www.gesetze-im-internet.de/,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P0,,,,,,,,,,,,,,,,Innodata,,,
001593,,German Acts,http://www.gesetze-im-internet.de/,International ,EMEA,Germany,German Parliament (Bundestag),German/English,German Acts,http://www.gesetze-im-internet.de/,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001423,,Federal Ministry of Labour and Social Affairs Press Releases,https://www.bmas.de/EN/Services/Press/recent-publications/recent-publications.html,International ,EMEA,Germany,Federal Ministry of Labour and Social Affairs,German/English,Federal Ministry of Labour and Social Affairs Press Releases,https://www.bmas.de/EN/Services/Press/recent-publications/recent-publications.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
001359,,United Nations Security Council Resolutions,https://www.un.org/securitycouncil/content/resolutions-0,International ,International,Global,United Nations Security Council,English/Multiple,United Nations Security Council Resolutions,https://www.un.org/securitycouncil/content/resolutions-0,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,P1,,,,,,,,,,,,,,,,Innodata,,,
